"school","small_school","locality","num_vce_students_enrolled","num_vce_studies","num_vet_students_enrolled","num_vcal_students_enrolled","percent_vce_studs_apply_tert","median_vce_ss","percent_ss_40plus","year","school_loc"
"Lakes Entrance Sec College","*","LAKES ENTRANCE","16","13","18","16","81.8","30","10.9",2019,"Lakes Entrance Sec College   LAKES ENTRANCE"
"Lakeside Lutheran College",NA,"PAKENHAM","38","19","4","-","100","26","0",2019,"Lakeside Lutheran College   PAKENHAM"
"Lakeview Senior College",NA,"CAROLINE SPRINGS","403","61","186","85","87.9","29","2.9",2019,"Lakeview Senior College   CAROLINE SPRINGS"
"Lalor North Sec College",NA,"EPPING","91","43","123","41","96.2","26","1.6",2019,"Lalor North Sec College   EPPING"
"Lalor Secondary College",NA,"LALOR","176","41","59","62","86.4","25","2.2",2019,"Lalor Secondary College   LALOR"
"Lara Secondary College",NA,"LARA","105","34","91","47","46.6","24","0",2019,"Lara Secondary College   LARA"
"Lauriston Girls School",NA,"ARMADALE","101","31","7","-","98.8","35","21.1",2019,"Lauriston Girls School   ARMADALE"
"Lavalla Catholic College",NA,"TRARALGON","262","45","190","65","74.400000000000006","28","4.9",2019,"Lavalla Catholic College   TRARALGON"
"Laverton P-12 College",NA,"LAVERTON","57","34","63","36","100","23","1.2",2019,"Laverton P-12 College   LAVERTON"
"Leibler Yavneh College",NA,"ELSTERNWICK","102","29","75","-","97.4","35","26.0",2019,"Leibler Yavneh College   ELSTERNWICK"
"Leongatha Secondary College",NA,"LEONGATHA","124","38","109","47","84.6","27","5.0",2019,"Leongatha Secondary College   LEONGATHA"
"Lighthouse Christian College",NA,"KEYSBOROUGH","55","26","5","-","74.400000000000006","31","3.9",2019,"Lighthouse Christian College   KEYSBOROUGH"
"Lighthouse Christian College",NA,"CRANBOURNE","84","15","-","-","86.1","30","5.7",2019,"Lighthouse Christian College   CRANBOURNE"
"Lilydale Heights College",NA,"LILYDALE","58","29","39","18","80","25","2.2",2019,"Lilydale Heights College   LILYDALE"
"Lilydale High School",NA,"LILYDALE","392","50","200","41","60.8","29","2.5",2019,"Lilydale High School   LILYDALE"
"Little Yarra Steiner School","*","YARRA JUNCTION","13","12","-","-","30.8","I/D","I/D",2019,"Little Yarra Steiner School   YARRA JUNCTION"
"Loreto College",NA,"BALLARAT","221","49","75","27","83","31","7.4",2019,"Loreto College   BALLARAT"
"Loreto Mandeville Hall",NA,"TOORAK","275","39","5","-","98","36","26.7",2019,"Loreto Mandeville Hall   TOORAK"
"Lorne P-12 College",NA,"LORNE","31","20","25","< 4","89.5","25","1.1",2019,"Lorne P-12 College   LORNE"
"Lowanna College",NA,"NEWBOROUGH","130","36","133","78","43.4","25","0.3",2019,"Lowanna College   NEWBOROUGH"
"Lowther Hall Anglican GS",NA,"ESSENDON","196","34","182","-","100","34","18.8",2019,"Lowther Hall Anglican GS   ESSENDON"
"Loyola College",NA,"WATSONIA","248","51","115","38","88.9","31","5.5",2019,"Loyola College   WATSONIA"
"Luther College",NA,"CROYDON HILLS","342","56","55","-","87.1","32","8.1",2019,"Luther College   CROYDON HILLS"
"Lynall Hall Community School",NA,"RICHMOND","35","14","31","47","22.2","I/D","I/D",2019,"Lynall Hall Community School   RICHMOND"
"Lyndale Secondary College",NA,"DANDENONG NORTH","179","46","109","77","97.6","26","0.2",2019,"Lyndale Secondary College   DANDENONG NORTH"
"Lyndhurst Secondary College",NA,"CRANBOURNE","77","29","92","94","53.6","27","2.4",2019,"Lyndhurst Secondary College   CRANBOURNE"
"MacKillop Catholic Reg College",NA,"WERRIBEE","238","61","253","111","86.5","30","5.4",2019,"MacKillop Catholic Reg College   WERRIBEE"
"Macleod College",NA,"MACLEOD","103","34","24","13","94.8","26","3.0",2019,"Macleod College   MACLEOD"
"Mac.Robertson Girls' High Schl",NA,"MELBOURNE","501","49","29","-","98.4","37","30.2",2019,"Mac.Robertson Girls' High Schl   MELBOURNE"
"Maffra Secondary College",NA,"MAFFRA","73","23","68","34","90","27","5.0",2019,"Maffra Secondary College   MAFFRA"
"Mallacoota P-12 College","*","MALLACOOTA","11","9","16","5","-","38","30.0",2019,"Mallacoota P-12 College   MALLACOOTA"
"Manangatang P-12 College","*","MANANGATANG","10","15","6","4","85.7","28","0",2019,"Manangatang P-12 College   MANANGATANG"
"Manor Lakes P-12 College",NA,"WYNDHAM VALE","156","47","155","78","64.7","24","1.5",2019,"Manor Lakes P-12 College   WYNDHAM VALE"
"Mansfield Secondary College",NA,"MANSFIELD","89","37","78","16","70.8","27","0.6",2019,"Mansfield Secondary College   MANSFIELD"
"Maranatha Christian School",NA,"ENDEAVOUR HILLS","119","37","19","16","79.099999999999994","30","5.6",2019,"Maranatha Christian School   ENDEAVOUR HILLS"
"Marcellin College",NA,"BULLEEN","316","51","165","19","91.8","31","7.8",2019,"Marcellin College   BULLEEN"
"Marian College Sunshine",NA,"SUNSHINE WEST","164","44","80","66","97.6","29","5.6",2019,"Marian College Sunshine   SUNSHINE WEST"
"Marian College Ararat",NA,"ARARAT","96","36","63","32","64.900000000000006","26","3.4",2019,"Marian College Ararat   ARARAT"
"Marian College Myrtleford",NA,"MYRTLEFORD","24","15","29","5","64.3","31","9.2",2019,"Marian College Myrtleford   MYRTLEFORD"
"Maribyrnong Sec College",NA,"MARIBYRNONG","244","35","42","-","84.8","29","2.9",2019,"Maribyrnong Sec College   MARIBYRNONG"
"Marist - Sion College",NA,"WARRAGUL","150","44","77","26","71.900000000000006","30","3.9",2019,"Marist - Sion College   WARRAGUL"
"Marist College Bendigo",NA,"MAIDEN GULLY","122","32","113","26","85.5","28","3.5",2019,"Marist College Bendigo   MAIDEN GULLY"
"Mary MacKillop Catholic College",NA,"LEONGATHA","113","28","113","29","70.5","28","3.5",2019,"Mary MacKillop Catholic College   LEONGATHA"
"Maryborough Education Centre",NA,"MARYBOROUGH","81","37","109","96","63.4","28","1.9",2019,"Maryborough Education Centre   MARYBOROUGH"
"Marymede Catholic College",NA,"SOUTH MORANG","170","52","200","43","91.3","30","4.9",2019,"Marymede Catholic College   SOUTH MORANG"
"Mater Christi College",NA,"BELGRAVE","202","45","132","22","94.4","31","5.8",2019,"Mater Christi College   BELGRAVE"
"Matthew Flinders Girls' SC",NA,"GEELONG","109","53","66","44","61.9","26","2.1",2019,"Matthew Flinders Girls' SC   GEELONG"
"Mazenod College",NA,"MULGRAVE","358","46","201","48","93","32","11.2",2019,"Mazenod College   MULGRAVE"
"McClelland Secondary College",NA,"FRANKSTON","147","43","127","120","68.400000000000006","29","3.5",2019,"McClelland Secondary College   FRANKSTON"
"McGuire College",NA,"SHEPPARTON","71","25","57","37","55","23","0",2019,"McGuire College   SHEPPARTON"
"McKinnon Secondary College",NA,"MCKINNON","574","60","109","37","93.5","33","16.1",2019,"McKinnon Secondary College   MCKINNON"
"Melba College",NA,"CROYDON","106","41","95","74","69.599999999999994","28","3.4",2019,"Melba College   CROYDON"
"Melbourne City Mission",NA,"SOUTH MELBOURNE","-","-","19","43","-","-","-",2019,"Melbourne City Mission   SOUTH MELBOURNE"
"Melbourne Girls' College",NA,"RICHMOND","438","56","25","-","94.8","33","16.4",2019,"Melbourne Girls' College   RICHMOND"
"Melbourne Girls Grammar",NA,"SOUTH YARRA","218","40","4","-","96.1","34","24.6",2019,"Melbourne Girls Grammar   SOUTH YARRA"
"Melbourne Grammar School",NA,"MELBOURNE","388","39","-","-","98","35","23.7",2019,"Melbourne Grammar School   MELBOURNE"
"Melbourne High School",NA,"SOUTH YARRA","684","54","43","-","98.3","36","29.4",2019,"Melbourne High School   SOUTH YARRA"
"Melbourne Polytechnic",NA,"PRESTON","34","14","147","147","-","-","-",2019,"Melbourne Polytechnic   PRESTON"
"Melbourne Rudolf Steiner Schl",NA,"WARRANWOOD","44","18","< 4","-","100","29","5.2",2019,"Melbourne Rudolf Steiner Schl   WARRANWOOD"
"Melton Christian College",NA,"BROOKFIELD","79","31","45","14","91.7","26","0.6",2019,"Melton Christian College   BROOKFIELD"
"Melton Secondary College",NA,"MELTON","165","58","138","99","88.2","28","1.5",2019,"Melton Secondary College   MELTON"
"Mentone Girls' Grammar School",NA,"MENTONE","170","36","31","-","100","35","22.3",2019,"Mentone Girls' Grammar School   MENTONE"
"Mentone Girls' Sec College",NA,"MENTONE","324","46","49","-","82.3","30","7.7",2019,"Mentone Girls' Sec College   MENTONE"
"Mentone Grammar School",NA,"MENTONE","279","43","70","17","99.4","35","22.0",2019,"Mentone Grammar School   MENTONE"
"Mercy College",NA,"COBURG","106","29","46","12","100","30","4.0",2019,"Mercy College   COBURG"
"Mercy Regional College",NA,"CAMPERDOWN","111","31","69","6","80","27","2.1",2019,"Mercy Regional College   CAMPERDOWN"
"Merinda Park Learning Centre","*","CRANBOURNE","< 4","1","43","54","I/D","I/D","I/D",2019,"Merinda Park Learning Centre   CRANBOURNE"
"Methodist Ladies College",NA,"KEW","345","52","335","-","97.5","35","25.0",2019,"Methodist Ladies College   KEW"
"Mildura Senior College",NA,"MILDURA","503","69","400","178","76.3","27","2.8",2019,"Mildura Senior College   MILDURA"
"Mill Park Secondary College",NA,"EPPING","363","64","182","69","87.6","24","2.4",2019,"Mill Park Secondary College   EPPING"
"Minaret College",NA,"OFFICER","47","17","-","-","86.7","30","5.1",2019,"Minaret College   OFFICER"
"Minaret College",NA,"SPRINGVALE","144","20","< 4","-","92.2","27","1.9",2019,"Minaret College   SPRINGVALE"
"Mirboo North Sec College",NA,"MIRBOO NORTH","60","28","36","23","71.400000000000006","27","2.3",2019,"Mirboo North Sec College   MIRBOO NORTH"
"Monbulk College",NA,"MONBULK","103","31","87","39","84.7","27","2.7",2019,"Monbulk College   MONBULK"
"Monivae College",NA,"HAMILTON","143","32","61","15","78.8","28","2.2",2019,"Monivae College   HAMILTON"
"Monterey Secondary College",NA,"FRANKSTON NORTH","53","21","72","54","41.2","25","4.3",2019,"Monterey Secondary College   FRANKSTON NORTH"
"Montmorency Sec College",NA,"MONTMORENCY","161","43","73","54","86.7","29","5.0",2019,"Montmorency Sec College   MONTMORENCY"
"Mooroolbark College",NA,"MOOROOLBARK","163","38","143","66","69.3","28","4.9",2019,"Mooroolbark College   MOOROOLBARK"
"Mooroopna Secondary College",NA,"MOOROOPNA","38","20","45","32","54.5","22","0",2019,"Mooroopna Secondary College   MOOROOPNA"
"Mordialloc College",NA,"MORDIALLOC","143","43","78","55","87.7","29","3.9",2019,"Mordialloc College   MORDIALLOC"
"Mornington Secondary College",NA,"MORNINGTON","339","50","93","88","53.3","26","2.7",2019,"Mornington Secondary College   MORNINGTON"
"Mortlake College",NA,"MORTLAKE","21","15","11","< 4","30","27","4.1",2019,"Mortlake College   MORTLAKE"
"Mount Alexander 7-12 Coll",NA,"FLEMINGTON","76","32","18","26","88.5","27","2.2",2019,"Mount Alexander 7-12 Coll   FLEMINGTON"
"Mount Beauty Sec College",NA,"MOUNT BEAUTY","32","26","27","5","64.7","26","2.0",2019,"Mount Beauty Sec College   MOUNT BEAUTY"
"Mount Clear College",NA,"MOUNT CLEAR","158","53","167","63","56","26","1.6",2019,"Mount Clear College   MOUNT CLEAR"
"Mount Eliza Sec College",NA,"MOUNT ELIZA","147","48","87","30","83.3","28","5.4",2019,"Mount Eliza Sec College   MOUNT ELIZA"
"Mount Erin College",NA,"FRANKSTON","134","36","108","65","64.900000000000006","28","2.0",2019,"Mount Erin College   FRANKSTON"
"Mount Evelyn Christian School",NA,"MOUNT EVELYN","88","29","85","64","67.599999999999994","29","4.5",2019,"Mount Evelyn Christian School   MOUNT EVELYN"
"Mount Lilydale Mercy College",NA,"LILYDALE","340","60","227","52","82.3","29","1.8",2019,"Mount Lilydale Mercy College   LILYDALE"
"Mount Ridley P-12 College",NA,"CRAIGIEBURN","243","54","136","89","96.6","25","0.7",2019,"Mount Ridley P-12 College   CRAIGIEBURN"
"Mount Rowan Secondary College",NA,"WENDOUREE","22","23","41","33","50","26","2.3",2019,"Mount Rowan Secondary College   WENDOUREE"
"Mount Scopus Memorial College",NA,"BURWOOD","207","37","170","-","98","38","37.4",2019,"Mount Scopus Memorial College   BURWOOD"
"Mount St Joseph Girls' College",NA,"ALTONA","153","52","61","36","93.9","31","10.3",2019,"Mount St Joseph Girls' College   ALTONA"
"Mount Waverley Sec College",NA,"MOUNT WAVERLEY","457","64","37","-","94.6","32","8.4",2019,"Mount Waverley Sec College   MOUNT WAVERLEY"
"Mountain District Christian SC",NA,"MONBULK","26","15","5","-","50","27","1.6",2019,"Mountain District Christian SC   MONBULK"
"Mountain District Learn Centre","*","FERNTREE GULLY","< 4","1","17","17","I/D","I/D","I/D",2019,"Mountain District Learn Centre   FERNTREE GULLY"
"Mt Hira College",NA,"KEYSBOROUGH","49","14","-","-","100","25","2.4",2019,"Mt Hira College   KEYSBOROUGH"
"Mullauna College",NA,"MITCHAM","104","29","15","-","83.9","29","4.0",2019,"Mullauna College   MITCHAM"
"Murrayville Community College","*","MURRAYVILLE","18","12","10","< 4","71.400000000000006","27","10.3",2019,"Murrayville Community College   MURRAYVILLE"
"Murtoa P-12 College",NA,"MURTOA","36","21","28","12","64.3","28","3.0",2019,"Murtoa P-12 College   MURTOA"
"Myrtleford P-12 College",NA,"MYRTLEFORD","22","15","7","14","33.299999999999997","31","4.0",2019,"Myrtleford P-12 College   MYRTLEFORD"
"Nagle College",NA,"BAIRNSDALE","152","43","134","66","67.099999999999994","29","3.1",2019,"Nagle College   BAIRNSDALE"
"Narre Warren Sth P-12 College",NA,"NARRE WARREN SOUTH","244","35","217","212","98.2","32","8.2",2019,"Narre Warren Sth P-12 College   NARRE WARREN SOUTH"
"Nathalia Secondary College",NA,"NATHALIA","26","25","26","18","33.299999999999997","22","0",2019,"Nathalia Secondary College   NATHALIA"
"Nazareth College",NA,"NOBLE PARK NORTH","134","44","81","34","94","29","5.9",2019,"Nazareth College   NOBLE PARK NORTH"
"Neerim District Sec College",NA,"NEERIM SOUTH","38","24","26","17","88.2","29","0",2019,"Neerim District Sec College   NEERIM SOUTH"
"Newcomb Secondary College",NA,"NEWCOMB","67","45","91","51","16.7","23","0",2019,"Newcomb Secondary College   NEWCOMB"
"Newhaven College",NA,"RHYLL","144","31","35","-","83.1","30","9.5",2019,"Newhaven College   RHYLL"
"Nhill College",NA,"NHILL","43","25","28","21","68.400000000000006","27","1.9",2019,"Nhill College   NHILL"
"Noble Park Secondary College",NA,"NOBLE PARK","79","28","80","44","85.7","25","0.4",2019,"Noble Park Secondary College   NOBLE PARK"
"North Geelong Sec College",NA,"GEELONG NORTH","195","54","195","133","60.7","26","4.3",2019,"North Geelong Sec College   GEELONG NORTH"
"North Melbourne Grammar Coll","*","NORTH MELBOURNE","16","8","< 4","< 4","69.2","15","0",2019,"North Melbourne Grammar Coll   NORTH MELBOURNE"
"Northcote High School",NA,"NORTHCOTE","456","68","174","19","87.7","30","8.3",2019,"Northcote High School   NORTHCOTE"
"Northern Bay P-12 College",NA,"CORIO","89","48","132","134","67.400000000000006","21","0.6",2019,"Northern Bay P-12 College   CORIO"
"Northern College of Arts & Tech",NA,"PRESTON EAST","278","47","398","219","30.2","27","2.9",2019,"Northern College of Arts & Tech   PRESTON EAST"
"Northside Christian College",NA,"BUNDOORA","37","26","12","4","81","30","4.4",2019,"Northside Christian College   BUNDOORA"
"Norwood Secondary College",NA,"RINGWOOD","236","42","90","44","66.2","29","5.4",2019,"Norwood Secondary College   RINGWOOD"
"Nossal High School",NA,"BERWICK","419","40","< 4","-","99","35","21.9",2019,"Nossal High School   BERWICK"
"Notre Dame College",NA,"SHEPPARTON","321","53","640","120","73","28","3.6",2019,"Notre Dame College   SHEPPARTON"
"Numurkah Secondary College",NA,"NUMURKAH","52","21","37","24","40.700000000000003","22","0",2019,"Numurkah Secondary College   NUMURKAH"
"Nunawading Christian College",NA,"NUNAWADING","33","14","-","-","100","33","7.5",2019,"Nunawading Christian College   NUNAWADING"
"Oakleigh Grammar",NA,"OAKLEIGH","117","28","23","-","84.7","30","3.9",2019,"Oakleigh Grammar   OAKLEIGH"
"Oakwood School",NA,"CAULFIELD NORTH","34","19","134","79","-","-","-",2019,"Oakwood School   CAULFIELD NORTH"
"Oberon High School",NA,"BELMONT","116","49","48","35","67.8","29","3.3",2019,"Oberon High School   BELMONT"
"Officer Secondary College",NA,"OFFICER","65","7","83","24","-","26","1.7",2019,"Officer Secondary College   OFFICER"
"Orbost Secondary College",NA,"ORBOST","70","17","51","27","66.7","27","2.1",2019,"Orbost Secondary College   ORBOST"
"Our Lady of Mercy College",NA,"HEIDELBERG","325","38","40","4","95.2","33","11.1",2019,"Our Lady of Mercy College   HEIDELBERG"
"Our Lady of Sacred Heart Coll",NA,"BENTLEIGH","170","49","227","33","98.9","32","10.1",2019,"Our Lady of Sacred Heart Coll   BENTLEIGH"
"Our Lady of Sion College",NA,"BOX HILL","212","40","39","19","95.6","33","14.2",2019,"Our Lady of Sion College   BOX HILL"
"Ouyen P-12 College",NA,"OUYEN","27","17","27","7","71.400000000000006","27","0",2019,"Ouyen P-12 College   OUYEN"
"Overnewton Anglican Comm Coll",NA,"KEILOR","215","45","183","-","92.5","30","3.7",2019,"Overnewton Anglican Comm Coll   KEILOR"
"Oxley Christian College",NA,"CHIRNSIDE PARK","103","34","9","-","78.900000000000006","32","10.4",2019,"Oxley Christian College   CHIRNSIDE PARK"
"Ozford College","*","MELBOURNE","20","17","17","20","71.400000000000006","22","1.4",2019,"Ozford College   MELBOURNE"
"Padua College",NA,"MORNINGTON","525","64","635","103","78.900000000000006","30","4.7",2019,"Padua College   MORNINGTON"
"Pakenham Secondary College",NA,"PAKENHAM","115","40","67","50","93.7","26","0.8",2019,"Pakenham Secondary College   PAKENHAM"
"Parade College",NA,"BUNDOORA","481","59","347","169","87.6","31","8.5",2019,"Parade College   BUNDOORA"
"Parkdale Secondary College",NA,"MORDIALLOC","368","62","160","65","64","30","4.6",2019,"Parkdale Secondary College   MORDIALLOC"
"Parkville College",NA,"PARKVILLE","-","-","249","95","0","-","-",2019,"Parkville College   PARKVILLE"
"Pascoe Vale Girls Sec College",NA,"PASCOE VALE","263","43","56","53","94.9","27","3.0",2019,"Pascoe Vale Girls Sec College   PASCOE VALE"
"Patterson River Sec College",NA,"CARRUM","161","43","90","59","53.4","25","0.9",2019,"Patterson River Sec College   CARRUM"
"Peninsula Grammar",NA,"MOUNT ELIZA","253","40","17","-","93.2","34","16.4",2019,"Peninsula Grammar   MOUNT ELIZA"
"Penleigh & Essendon Grammar",NA,"KEILOR EAST","317","38","< 4","-","97.3","35","22.5",2019,"Penleigh & Essendon Grammar   KEILOR EAST"
"Penola Catholic College",NA,"BROADMEADOWS","303","51","244","97","85.8","28","2.6",2019,"Penola Catholic College   BROADMEADOWS"
"Peter Lalor Vocational Coll",NA,"LALOR","25","10","103","136","-","-","-",2019,"Peter Lalor Vocational Coll   LALOR"
"Phoenix P-12 Comm Coll",NA,"SEBASTOPOL","125","34","172","98","76.7","27","0",2019,"Phoenix P-12 Comm Coll   SEBASTOPOL"
"Pines Learning","*","DONCASTER EAST","4","4","14","23","-","-","-",2019,"Pines Learning   DONCASTER EAST"
"Plenty Valley Christian College",NA,"DOREEN","109","41","57","9","89.8","30","5.4",2019,"Plenty Valley Christian College   DOREEN"
"Point Cook Senior Sec College",NA,"POINT COOK","325","63","237","125","89.4","28","2.5",2019,"Point Cook Senior Sec College   POINT COOK"
